Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-11-01,169.87,169.94,165.61,166.89,33637762.0,0.0,1.0,40.52773542868343,40.54443609083688,39.51138084620158,39.81676438272194,134551048.0
2017-10-31,167.9,169.6499,166.94,169.04,36046828.0,0.0,1.0,40.05773107950755,40.4752237752552,39.82869342711727,40.329713291721,144187312.0
2017-10-30,163.89,168.07,163.72,166.72,44700772.0,0.0,1.0,39.10102171900233,40.098289830451655,39.060462968058225,39.776205631777835,178803088.0
2017-10-27,159.29,163.6,158.7,163.05,44454160.0,0.0,1.0,38.003549634632265,39.03183326150944,37.862786910767404,38.90061377316085,177816640.0
2017-10-26,157.23,157.8295,156.78,157.41,17000469.0,0.0,1.0,37.5120730055448,37.655102247844766,37.40471160598686,37.555017565367976,68001876.0
2017-10-25,156.91,157.55,155.27,156.41,21207098.0,0.0,1.0,37.43572712141471,37.58841888967489,37.04445446524799,37.31643667746144,84828392.0
2017-10-24,156.29,157.42,156.2,157.1,17757230.0,0.0,1.0,37.287806970912655,37.55740337424704,37.26633469100106,37.481057490116946,71028920.0
2017-10-23,156.89,157.69,155.5,156.17,21984327.0,0.0,1.0,37.43095550365658,37.621820213981806,37.099328069466495,37.25917726436387,87937308.0
2017-10-20,156.61,157.75,155.96,156.25,23974146.0,0.0,1.0,37.364152855042754,37.6361350672562,37.2090752779035,37.27826373539639,95896584.0
2017-10-19,156.75,157.08,155.02,155.98,42584166.0,0.0,1.0,37.39755417934966,37.47628587235882,36.98480924327136,37.213846895661625,170336664.0
2017-10-18,160.42,160.71,159.6,159.76,16374164.0,0.0,1.0,38.27314603796665,38.34233449545955,38.077509709883294,38.11568265194833,65496656.0
2017-10-17,159.78,160.87,159.23,160.47,18997275.0,0.0,1.0,38.12045426970647,38.38050743752459,37.98923478135787,38.28507508236198,75989100.0
2017-10-16,157.9,160.0,157.65,159.88,24121452.0,0.0,1.0,37.67192220044218,38.17294206504591,37.612276978465545,38.144312358497125,96485808.0
2017-10-13,156.73,157.28,156.41,156.99,16394188.0,0.0,1.0,37.39278256159153,37.52400204994013,37.31643667746144,37.45481359244723,65576752.0
2017-10-12,156.35,157.37,155.7299,156.0,16125054.0,0.0,1.0,37.30212182418705,37.545474329851714,37.1541778155962,37.21861851341976,64500216.0
2017-10-11,155.97,156.98,155.75,156.55,16905640.0,0.0,1.0,37.21146108678256,37.45242778356816,37.158973291443125,37.349838001768354,67622560.0
2017-10-10,156.055,158.0,155.1,155.9,15617014.0,0.0,1.0,37.23174046225462,37.695780289232836,37.00389571430387,37.19476042462911,62468056.0
2017-10-09,155.81,156.73,155.485,155.84,16262923.0,0.0,1.0,37.17328814471752,37.39278256159153,37.0957493561479,37.18044557135472,65051692.0
2017-10-06,154.97,155.49,154.56,155.3,17407558.0,0.0,1.0,36.97288019887603,37.096942260587426,36.87506203483435,37.05161189188519,69630232.0
2017-10-05,154.18,155.44,154.05,155.39,21283769.0,0.0,1.0,36.784401297429866,37.085013216192095,36.75338578200201,37.07308417179677,85135076.0
2017-10-04,153.63,153.86,152.46,153.48,20163750.0,0.0,1.0,36.65318180908127,36.708055413299775,36.374042170230624,36.617394675895284,80655000.0
2017-10-03,154.01,155.09,153.91,154.48,16230293.0,0.0,1.0,36.74384254648575,37.00150990542481,36.7199844576951,36.85597556380182,64921172.0
2017-10-02,154.26,154.45,152.72,153.81,18698842.0,0.0,1.0,36.80348776846238,36.84881813716463,36.436073201086316,36.696126368904444,74795368.0
2017-09-29,153.21,154.13,152.0,154.12,26299810.0,0.0,1.0,36.55297783616052,36.772472253034536,36.26429496179361,36.770086444155474,105199240.0
2017-09-28,153.89,154.28,152.7,153.28,22005455.0,0.0,1.0,36.71521283993696,36.80825938622051,36.431301583328185,36.569678498313976,88021820.0
2017-09-27,153.8,154.7189,153.54,154.23,25504227.0,0.0,1.0,36.69374056002538,36.91297253792269,36.631709529169676,36.79633034182519,102016908.0
2017-09-26,151.78,153.92,151.69,153.14,36660045.0,0.0,1.0,36.21180716645417,36.72237026657416,36.19033488654259,36.53627717400706,146640180.0
2017-09-25,149.99,151.83,149.16,150.55,44387336.0,0.0,1.0,35.784747377101475,36.2237362108495,35.586725240139046,35.918352674329135,177549344.0
2017-09-22,152.02,152.27,150.56,151.89,46645443.0,0.0,1.0,36.26906657955175,36.32871180152838,35.9207384832082,36.23805106412389,186581772.0
2017-09-21,155.8,155.8,152.75,153.39,37511661.0,0.0,1.0,37.170902335838456,37.170902335838456,36.443230627723516,36.59592239598369,150046644.0
2017-09-20,157.9,158.26,153.83,156.07,52951364.0,0.0,1.0,37.67192220044218,37.75781132008853,36.700897986662575,37.23531917557322,211805456.0
2017-09-19,159.51,159.77,158.44,158.73,20810632.0,0.0,1.0,38.0560374299717,38.11806846082741,37.80075587991171,37.869944337404604,83242528.0
2017-09-18,160.11,160.5,157.995,158.67,28269435.0,0.0,1.0,38.19918596271563,38.29223250899918,37.6945873847933,37.85562948413021,113077740.0
2017-09-15,158.47,160.97,158.0,159.88,49114602.0,0.0,1.0,37.807913306548905,38.404365526315246,37.695780289232836,38.144312358497125,196458408.0
2017-09-14,158.99,159.4,158.09,158.28,23760749.0,0.0,1.0,37.93197536826031,38.02979353230199,37.71725256914442,37.762582937846666,95042996.0
2017-09-13,159.87,159.96,157.91,159.65,44907361.0,0.0,1.0,38.141926549618056,38.16339882952965,37.674308009321244,38.08943875427862,179629444.0
2017-09-12,162.61,163.96,158.77,160.86,71714046.0,0.0,1.0,38.79563818248197,39.117722381155794,37.87948757292087,38.37812162864553,286856184.0
2017-09-11,160.5,162.05,159.89,161.5,31580798.0,0.0,1.0,38.29223250899918,38.66203288525431,38.14669816737619,38.530813396905714,126323192.0
2017-09-08,160.86,161.15,158.53,158.63,28611535.0,0.0,1.0,38.37812162864553,38.44731008613843,37.8222281598233,37.84608624861395,114446140.0
2017-09-07,162.09,162.24,160.36,161.26,21928502.0,0.0,1.0,38.67157612077057,38.70736325395655,38.25883118469226,38.473553983808145,87714008.0
2017-09-06,162.71,162.99,160.52,161.91,21651726.0,0.0,1.0,38.81949627127263,38.88629891988646,38.29700412675731,38.62863156094739,86606904.0
2017-09-05,163.75,164.25,160.56,162.08,29536314.0,0.0,1.0,39.06762039469542,39.186910838648686,38.30654736227357,38.669190311891505,118145256.0
2017-09-01,164.8,164.94,163.63,164.05,16591051.0,0.0,1.0,39.318130326997284,39.3515316513042,39.03899068814663,39.139194661067386,66364204.0
2017-08-31,163.64,164.52,163.48,164.0,26785096.0,0.0,1.0,39.041376497025695,39.251327678383454,39.003203554960656,39.127265616672055,107140384.0
2017-08-30,163.8,163.89,162.61,163.35,27269584.0,0.0,1.0,39.07954943909075,39.10102171900233,38.79563818248197,38.9721880395328,109078336.0
2017-08-29,160.1,163.12,160.0,162.91,29516910.0,0.0,1.0,38.19680015383656,38.9173144353143,38.17294206504591,38.86721244885393,118067640.0
2017-08-28,160.14,162.0,159.93,161.47,25965972.0,0.0,1.0,38.20634338935282,38.65010384085898,38.15624140289245,38.523655970268514,103863888.0
2017-08-25,159.65,160.56,159.27,159.86,25480063.0,0.0,1.0,38.08943875427862,38.30654736227357,37.99877801687414,38.139540740738994,101920252.0
2017-08-24,160.43,160.74,158.55,159.27,19818918.0,0.0,1.0,38.27553184684572,38.349491922096746,37.826999777581435,37.99877801687414,79275672.0
2017-08-23,159.07,160.47,158.88,159.98,19399081.0,0.0,1.0,37.95106183929283,38.28507508236198,37.90573147059059,38.16817044728777,77596324.0
2017-08-22,158.23,160.0,158.02,159.78,21604585.0,0.0,1.0,37.750653893451336,38.17294206504591,37.70055190699097,38.12045426970647,86418340.0
2017-08-21,157.5,157.89,155.1101,157.21,26368528.0,0.0,1.0,37.57648984527957,37.66953639156311,37.00630538127173,37.50730138778667,105474112.0
2017-08-18,157.86,159.5,156.72,157.5,27428069.0,0.0,1.0,37.66237896492592,38.05365162109264,37.39039675271247,37.57648984527957,109712276.0
2017-08-17,160.52,160.71,157.84,157.86,27940565.0,0.0,1.0,38.29700412675731,38.34233449545955,37.65760734716779,37.66237896492592,111762260.0
2017-08-16,161.94,162.51,160.15,160.95,27671612.0,0.0,1.0,38.63578898758459,38.77178009369131,38.208729198231886,38.399593908557115,110686448.0
2017-08-15,160.66,162.195,160.14,161.6,29465487.0,0.0,1.0,38.33040545106422,38.696627114000755,38.20634338935282,38.55467148569637,117861948.0
2017-08-14,159.32,160.21,158.75,159.85,22122734.0,0.0,1.0,38.01070706126946,38.223044051506285,37.874715955162735,38.137154931859925,88490936.0
2017-08-11,156.6,158.5728,156.07,157.48,26257096.0,0.0,1.0,37.36176704616368,37.8324394218257,37.23531917557322,37.57171822752143,105028384.0
2017-08-10,159.9,160.0,154.63,155.32,40804273.0,0.63,1.0,38.149083976255255,38.17294206504591,36.891762696987804,37.05638350964331,163217092.0
2017-08-09,159.26,161.27,159.11,161.059998,26131530.0,0.0,1.0,37.842896041973674,38.320506371273986,37.80725348008559,38.270606309396506,104526120.0
2017-08-08,158.6,161.83,158.27,160.08,36205896.0,0.0,1.0,37.68606876966611,38.45357193565616,37.60765513351233,38.03774204696186,144823584.0
2017-08-07,157.06,158.92,156.6701,158.81,21870321.0,0.0,1.0,37.32013846761513,37.762106235027346,37.22749156841404,37.73596835630943,87481284.0
2017-08-04,156.07,157.4,155.69,156.39,20559852.0,0.0,1.0,37.08489755915378,37.40092827456145,36.994603069037304,37.16093502451502,82239408.0
2017-08-03,157.05,157.21,155.02,155.57,27097296.0,0.0,1.0,37.31776229682259,37.35578102950321,36.83539962593721,36.966089019526834,108389184.0
2017-08-02,159.28,159.75,156.16,157.14,69936800.0,0.0,1.0,37.84764838355875,37.95932841080808,37.10628309628663,37.33914783395544,279747200.0
2017-08-01,149.1,150.22,148.41,150.05,35368645.0,0.0,1.0,35.428706516754204,35.694837645518554,35.264750732069025,35.6544427420454,141474580.0
2017-07-31,149.9,150.33,148.13,148.73,19845920.0,0.0,1.0,35.618800180157315,35.720975524236486,35.198217949877936,35.340788197430264,79383680.0
2017-07-28,149.89,150.23,149.19,149.5,17213653.0,0.0,1.0,35.61642400936477,35.69721381631109,35.450092053887055,35.523753348455756,68854612.0
2017-07-27,153.75,153.99,147.3,150.56,32476337.0,0.0,1.0,36.53362593528477,36.5906540343057,35.00099577409721,35.775627452464875,129905348.0
2017-07-26,153.35,153.93,153.06,153.46,15780951.0,0.0,1.0,36.438579103583216,36.57639700955047,36.36967015059959,36.46471698230114,63123804.0
2017-07-25,151.8,153.84,151.8,152.74,18853932.0,0.0,1.0,36.070272630739694,36.55501147241762,36.070272630739694,36.29363268523835,75415728.0
2017-07-24,150.58,152.44,149.9,152.09,21493160.0,0.0,1.0,35.780379794049956,36.22234756146218,35.618800180157315,36.13918158372332,85972640.0
2017-07-21,149.99,150.44,148.88,150.27,26252630.0,0.0,1.0,35.640185717290166,35.74711340295441,35.376430759318346,35.706718499481255,105010520.0
2017-07-20,151.5,151.74,150.19,150.34,17243748.0,0.0,1.0,35.99898750696353,36.05601560598446,35.68770913314094,35.723351695029024,68974992.0
2017-07-19,150.48,151.42,149.95,151.02,20922969.0,0.0,1.0,35.75661808612456,35.97997814062322,35.63068103412,35.884931308921665,83691876.0
2017-07-18,149.2,150.13,148.67,150.08,17868792.0,0.0,1.0,35.45246822467959,35.6734521083857,35.32653117267503,35.661571254423016,71475168.0
2017-07-17,148.82,150.9,148.57,149.56,23793456.0,0.0,1.0,35.362173734563115,35.856417259411195,35.302769464749645,35.538010373210994,95173824.0
2017-07-14,147.97,149.33,147.33,149.04,20132061.0,0.0,1.0,35.16019921719732,35.4833584449826,35.00812428647483,35.41444949199897,80528244.0
2017-07-13,145.5,148.49,145.44,147.77,25199373.0,0.0,1.0,34.57328503144022,35.28376009840934,34.55902800668498,35.11267580134654,100797492.0
2017-07-12,145.87,146.18,144.82,145.74,24884478.0,0.0,1.0,34.66120335076416,34.73486464533286,34.41170541754758,34.630313130461154,99537912.0
2017-07-11,144.73,145.85,144.38,145.53,19781836.0,0.0,1.0,34.39031988041473,34.65645100917908,34.30715390267587,34.58041354381783,79127344.0
2017-07-10,144.11,145.95,143.37,145.06,21090636.0,0.0,1.0,34.24299729127733,34.68021271710447,34.06716065262945,34.46873351656851,84362544.0
2017-07-07,142.9,144.75,142.9,144.18,19201712.0,0.0,1.0,33.95548062538012,34.395072221999804,33.95548062538012,34.259630486825095,76806848.0
2017-07-06,143.02,143.5,142.41,142.73,24128782.0,0.0,1.0,33.98399467489059,34.09805087293245,33.839048256545716,33.915085721906955,96515128.0
2017-07-05,143.69,144.79,142.7237,144.09,21569557.0,0.0,1.0,34.143198117990686,34.40457690516996,33.91358873430766,34.238244949692245,86278228.0
2017-07-03,144.88,145.3,143.1,143.5,14258300.0,0.0,1.0,34.42596244230281,34.525761615589445,34.003004041230895,34.09805087293245,57033200.0
2017-06-30,144.45,144.96,143.78,144.02,23024107.0,0.0,1.0,34.32378709822364,34.444971808643125,34.164583655123536,34.221611754144476,92096428.0
2017-06-29,144.71,145.13,142.28,143.68,31499368.0,0.0,1.0,34.385567538829655,34.48536671211628,33.80815803624271,34.14082194719815,125997472.0
2017-06-28,144.49,146.11,143.1601,145.83,22082432.0,0.0,1.0,34.3332917813938,34.718231449785094,34.017284827694056,34.651698667594005,88329728.0
2017-06-27,145.01,146.16,143.62,143.73,24761891.0,0.0,1.0,34.45685266260581,34.73011230374778,34.12656492244292,34.15270280116084,99047564.0
2017-06-26,147.17,148.28,145.38,145.82,25692361.0,0.0,1.0,34.970105553794205,35.23386051176602,34.54477098192975,34.64932249680146,102769444.0
2017-06-23,145.13,147.16,145.11,146.28,35439389.0,0.0,1.0,34.48536671211628,34.96772938300167,34.48061437053121,34.75862635325825,141757556.0
2017-06-22,145.77,146.7,145.1199,145.63,19106294.0,0.0,1.0,34.63744164283877,34.85842552654488,34.48296677961582,34.60417525174322,76425176.0
2017-06-21,145.52,146.0693,144.61,145.87,21265751.0,0.0,1.0,34.5780373730253,34.708560434659454,34.36180583090427,34.66120335076416,85063004.0
2017-06-20,146.87,146.87,144.94,145.01,24900073.0,0.0,1.0,34.89882043001804,34.89882043001804,34.44021946705804,34.45685266260581,99600292.0
2017-06-19,143.66,146.74,143.66,146.34,32541404.0,0.0,1.0,34.13606960561307,34.86793020971504,34.13606960561307,34.77288337801348,130165616.0
2017-06-16,143.78,144.5,142.2,142.27,50361093.0,0.0,1.0,34.164583655123536,34.335667952186334,33.789148669902396,33.80578186545017,201444372.0
2017-06-15,143.32,144.4798,142.21,144.29,32165373.0,0.0,1.0,34.05527979866675,34.33086808718541,33.79152484069494,34.28576836554302,128661492.0
2017-06-14,147.5,147.5,143.84,145.16,31531232.0,0.0,1.0,35.04851918994799,35.04851918994799,34.178840679878775,34.4924952244939,126124928.0
2017-06-13,147.16,147.45,145.15,146.59,34165445.0,0.0,1.0,34.96772938300167,35.036638335985295,34.49011905370136,34.83228764782695,136661780.0
2017-06-12,145.74,146.09,142.51,145.42,72307330.0,0.0,1.0,34.630313130461154,34.71347910820001,33.862809964471104,34.55427566509991,289229320.0
2017-06-09,155.19,155.19,146.02,148.98,64882657.0,0.0,1.0,36.87579452941036,36.87579452941036,34.69684591265224,35.400192467243734,259530628.0
2017-06-08,155.25,155.54,154.4,154.99,21250798.0,0.0,1.0,36.890051554165595,36.95896050714922,36.6880770367998,36.82827111355959,85003192.0
2017-06-07,155.02,155.98,154.48,155.37,21069647.0,0.0,1.0,36.83539962593721,37.06351202202093,36.7070864031401,36.918565603676065,84278588.0
2017-06-06,153.9,155.81,153.78,154.45,26624926.0,0.0,1.0,36.56926849717285,37.02311711854777,36.54075444766239,36.699957890762484,106499704.0
2017-06-05,154.34,154.45,153.46,153.93,25331662.0,0.0,1.0,36.67382001204456,36.699957890762484,36.46471698230114,36.57639700955047,101326648.0
2017-06-02,153.58,155.45,152.89,155.45,27770715.0,0.0,1.0,36.49323103181161,36.93757497001637,36.329275247126425,36.93757497001637,111082860.0
2017-06-01,153.17,153.33,152.22,153.18,16404088.0,0.0,1.0,36.395808029317514,36.43382676199814,36.17007180402632,36.39818420011006,65616352.0
2017-05-31,153.97,154.17,152.38,152.76,24451164.0,0.0,1.0,36.585901692720626,36.633425108571394,36.20809053670695,36.29838502682342,97804656.0
2017-05-30,153.42,154.43,153.33,153.67,20126851.0,0.0,1.0,36.455212299130984,36.69520554917741,36.43382676199814,36.514616568944454,80507404.0
2017-05-26,154.0,154.24,153.31,153.61,21927637.0,0.0,1.0,36.59303020509824,36.65005830411918,36.42907442041306,36.50035954418923,87710548.0
2017-05-25,153.73,154.35,153.03,153.87,19235598.0,0.0,1.0,36.528873593699686,36.676196182837096,36.36254163822197,36.56213998479524,76942392.0
2017-05-24,153.84,154.17,152.67,153.34,19219154.0,0.0,1.0,36.55501147241762,36.633425108571394,36.27699948969057,36.43620293279068,76876616.0
2017-05-23,154.9,154.9,153.31,153.8,19918871.0,0.0,1.0,36.80688557642674,36.80688557642674,36.42907442041306,36.54550678924747,79675484.0
2017-05-22,154.0,154.58,152.91,153.99,22966437.0,0.0,1.0,36.59303020509824,36.7308481110655,36.33402758871151,36.5906540343057,91865748.0
2017-05-19,153.38,153.98,152.63,153.06,26960788.0,0.0,1.0,36.44570761596083,36.58827786351316,36.26749480652042,36.36967015059959,107843152.0
2017-05-18,151.27,153.34,151.13,152.54,33568215.0,0.0,1.0,35.944335578735135,36.43620293279068,35.91106918763959,36.24610926938757,134272860.0
2017-05-17,153.6,154.57,149.71,150.25,50767678.0,0.0,1.0,36.497983373396686,36.728471940272954,35.573652935099076,35.70196615789617,203070712.0
2017-05-16,155.94,156.06,154.72,155.47,20048478.0,0.0,1.0,37.054007338850774,37.08252138836124,36.764114502161036,36.94232731160145,80193912.0
2017-05-15,156.01,156.65,155.05,155.7,26009719.0,0.0,1.0,37.07064053439854,37.222715465121034,36.84252813831482,36.99697923982984,104038876.0
2017-05-12,154.7,156.42,154.67,156.1,32527017.0,0.0,1.0,36.759362160575954,37.16806353689264,36.75223364819834,37.09202607153139,130108068.0
2017-05-11,152.45,154.07,152.31,153.95,27255058.0,0.63,1.0,36.224723732254716,36.609663400646006,36.19145734115917,36.581149351135544,109020232.0
2017-05-10,153.63,153.94,152.11,153.26,25805692.0,0.0,1.0,36.356333127280074,36.42969421085397,35.99662716911133,36.268773124304786,103222768.0
2017-05-09,153.87,154.88,153.45,153.99,39130363.0,0.0,1.0,36.413128804885666,36.65214394814254,36.313736369075876,36.44152664368847,156521452.0
2017-05-08,149.03,153.7,149.03,153.01,48752413.0,0.0,1.0,35.26774930650621,36.37289853324837,35.26774930650621,36.209610960132295,195009652.0
2017-05-05,146.76,148.98,146.76,148.96,27327725.0,0.0,1.0,34.730556855819984,35.255916873671715,34.730556855819984,35.25118390053792,109310900.0
2017-05-04,146.52,147.14,145.81,146.53,23371872.0,0.0,1.0,34.67376117821439,34.82048334536217,34.505740631964514,34.67612766478129,93487488.0
2017-05-03,145.59,147.49,144.27,147.06,45697034.0,0.0,1.0,34.45367792749272,34.90331037520366,34.14130170066196,34.80155145282697,182788136.0
2017-05-02,147.54,148.09,146.84,147.51,45352194.0,0.0,1.0,34.915142808038155,35.04529956921764,34.74948874835518,34.90804334833746,181408776.0
2017-05-01,145.1,147.2,144.96,146.58,33602943.0,0.0,1.0,34.33772008571463,34.834682264763565,34.30458927377804,34.68796009761579,134411772.0
2017-04-28,144.09,144.3,143.27,143.65,20860358.0,0.0,1.0,34.098704942457765,34.14840116036266,33.90465304397199,33.99457953351418,83441432.0
2017-04-27,143.9225,144.16,143.31,143.79,14246347.0,0.0,1.0,34.0590662924622,34.11527034842606,33.91411899023959,34.02771034545077,56985388.0
2017-04-26,144.47,144.6,143.3762,143.68,20041241.0,0.0,1.0,34.18863143199995,34.21939575736965,33.929785131312464,34.001678993214874,80164964.0
2017-04-25,143.91,144.9,143.87,144.53,18871501.0,0.0,1.0,34.05610818425357,34.29039035437664,34.04664223798597,34.20283035140135,75486004.0
2017-04-24,143.5,143.95,143.18,143.64,17116599.0,0.0,1.0,33.95908223501068,34.06557413052116,33.88335466486989,33.99221304694727,68466396.0
2017-04-21,142.44,142.68,141.85,142.27,17320928.0,0.0,1.0,33.70823465891931,33.76503033652491,33.56861195147223,33.66800438728202,69283712.0
2017-04-20,141.22,142.92,141.16,142.44,23319562.0,0.0,1.0,33.41952329775755,33.821826014130494,33.40532437835615,33.70823465891931,93278248.0
2017-04-19,141.88,142.0,140.45,140.68,17328375.0,0.0,1.0,33.575711411172925,33.60410924997573,33.23730383210627,33.291733023144964,69313500.0
2017-04-18,141.41,142.04,141.11,141.2,14697544.0,0.0,1.0,33.46448654252864,33.613575196243325,33.39349194552165,33.414790324623745,58790176.0
2017-04-17,141.48,141.88,140.87,141.83,16582094.0,0.0,1.0,33.48105194849694,33.575711411172925,33.33669626791606,33.56387897833844,66328376.0
2017-04-13,141.91,142.38,141.05,141.05,17822880.0,0.0,1.0,33.58281087087363,33.694035739517915,33.37929302612026,33.37929302612026,71291520.0
2017-04-12,141.6,142.15,141.01,141.8,20350000.0,0.0,1.0,33.50944978729974,33.63960654847922,33.369827079852655,33.55677951863773,81400000.0
2017-04-11,142.94,143.35,140.06,141.63,30379376.0,0.0,1.0,33.8265589872643,33.92358493650718,33.145010855997185,33.516549247000434,121517504.0
2017-04-10,143.6,143.8792,142.9,143.17,18933397.0,0.0,1.0,33.982747100679674,34.04881940562752,33.8170930409967,33.880988178302985,75733588.0
2017-04-07,143.73,144.18,143.27,143.34,16658543.0,0.0,1.0,34.01351142604937,34.120003321559864,33.90465304397199,33.921218449940284,66634172.0
